           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
           0   0.00295598    0.0100801     0.016709    0.0228632    0.0285776    0.0338921    0.0388479    0.0434853    0.0478429     0.051958    0.0558661    0.0596013    0.0631968    0.0666847    0.0700963    0.0734626    0.0768141    0.0801815    0.0835954    0.0870868    0.0906873    0.0944292     0.098346     0.102472     0.106844     0.111501     0.116482     0.121831     0.127593     0.133817     0.140551     0.147843     0.155727     0.168971
           0  0.000354789   0.00706873    0.0135463    0.0197436    0.0256476    0.0312638    0.0366074    0.0416997     0.046565    0.0512293    0.0557194    0.0600625    0.0642856     0.068416    0.0724807    0.0765065    0.0805205    0.0845495    0.0886206     0.092761    0.0969981      0.10136     0.105874     0.110569     0.115473     0.120615     0.126023     0.131723     0.137739     0.144089     0.150778     0.157795      0.16509     0.184879
           0 -0.000309057   0.00573919    0.0117581    0.0176711    0.0234356    0.0290311    0.0344516    0.0397004    0.0447873    0.0497261    0.0545334    0.0592279    0.0638291    0.0683579    0.0728352    0.0772828    0.0817223    0.0861757    0.0906649     0.095212    0.0998387     0.104567     0.109417      0.11441     0.119565     0.124899     0.130427     0.136158     0.142097     0.148237     0.154555     0.161006     0.167508     0.195899
           0  0.000594849   0.00584768    0.0112309    0.0166515    0.0220498    0.0273885     0.032646    0.0378116    0.0428825    0.0478616    0.0527557    0.0575747    0.0623306    0.0670369    0.0717083    0.0763602    0.0810085    0.0856692    0.0903585    0.0950924    0.0998864     0.104755     0.109712      0.11477     0.119939     0.125225     0.130631     0.136154     0.141782     0.147492     0.153244     0.158976     0.164589     0.203198
           0   0.00276725   0.00714757    0.0117832    0.0165722    0.0214448    0.0263527    0.0312635    0.0361561    0.0410177     0.045842    0.0506271     0.055375    0.0600902    0.0647795    0.0694508    0.0741133    0.0787768    0.0834511    0.0881465    0.0928727    0.0976387     0.102452     0.107321     0.112248     0.117235      0.12228     0.127377     0.132511      0.13766      0.14279     0.147851      0.15277     0.157441     0.207562
           0   0.00597122   0.00942791    0.0132395    0.0172988    0.0215294     0.025876    0.0302985    0.0347679    0.0392639    0.0437724    0.0482846    0.0527954    0.0573026    0.0618064    0.0663087    0.0708126    0.0753218    0.0798405    0.0843728    0.0889224    0.0934923    0.0980841     0.102698     0.107331     0.111978     0.116629      0.12127     0.125879     0.130425     0.134868      0.13915     0.143192     0.146885     0.209566
           0    0.0100169    0.0125135    0.0154457    0.0187029    0.0222043    0.0258896    0.0297131    0.0336401    0.0376441    0.0417052    0.0458084    0.0499427    0.0541001     0.058275    0.0624637    0.0666635    0.0708728    0.0750902    0.0793142     0.083543     0.087774    0.0920031    0.0962243     0.100429     0.104607     0.108741      0.11281     0.116788     0.120639     0.124315     0.127755     0.130875     0.133564     0.209658
           0    0.0147499    0.0162593    0.0182706    0.0206707    0.0233757    0.0263218     0.029459    0.0327482    0.0361582    0.0396642    0.0432461    0.0468881    0.0505769    0.0543021    0.0580547    0.0618272    0.0656129    0.0694054    0.0731983    0.0769847    0.0807569    0.0845058    0.0882204    0.0918873    0.0954899    0.0990077     0.102415      0.10568     0.108762      0.11161     0.114159     0.116324     0.117991     0.208193
           0    0.0200432    0.0205447    0.0216029    0.0231032    0.0249595    0.0271048    0.0294863    0.0320613    0.0347947    0.0376578    0.0406264    0.0436803    0.0468021    0.0499768    0.0531911    0.0564331    0.0596916    0.0629557    0.0662145    0.0694569    0.0726706    0.0758421    0.0789562     0.081995    0.0849378    0.0877599    0.0904317    0.0929177    0.0951742    0.0971474    0.0987693    0.0999528     0.100582      0.20546
